Mto_TC;MARCA;Nombre_territorio;FLAG_LIMA_PROVINCIA;REGION;SUELDO_ESTIMADO;EDAD;SEXO;ANTIGUEDAD_MES;SEGMENTO;FLAG_SS;FLAG_UNICEF
18000;Visa;T.CENTROS MASIVOS;0;NORTE;2823;44;M;169;CLASICO;;
31500;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;5570;39;M;44;CLASICO;;1
31500;MasterCard;T.CENTROS MASIVOS;0;NORTE;1750;62;M;135;CLASICO;;
9900;Visa;T.CENTROS MASIVOS;0;NORTE;1050;40;M;48;CLASICO;;
6700;Visa;T.CENTROS MASIVOS;0;NORTE;2200;38;F;2;BAJO VALOR;;
4500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1228.125;56;F;263;BAJO VALOR;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1456.25;29;M;67;CLASICO;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1610.25;57;M;2;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1149.75;61;F;2;BAJO VALOR;;
7000;Visa;T.CENTROS MASIVOS;0;NORTE;2439.5;47;M;74;CLASICO;;
6000;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1149.75;30;M;2;CLASICO;;
1700;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1742;35;M;45;CLASICO;;
50000;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;3185.25;50;M;128;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;3105.125;62;F;272;CLASICO;;
6600;Visa;DIR.RED MASIVA;1;CALLAO;1418.22;21;M;38;CLASICO;;
1200;Visa;DIR.RED MASIVA;1;LIMA CENTRO;1268;26;M;52;BAJO VALOR;1;
11500;Visa;DIR.RED MASIVA;0;SIERRA CENTRAL;1212;30;F;102;CLASICO;;
70000;Visa;DIR.RED MASIVA;0;ORIENTE;7105;51;M;218;CLASICO;;
1700;Visa;DIR.RED MASIVA;1;LIMA SUR;1749.25;23;F;21;BAJO VALOR;;
3000;Visa;T.CENTRO;0;CENTRO;1739.89;30;F;14;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;3553;48;F;2;CLASICO;;
1000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;3505.11;47;F;220;CLASICO;;
15000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;3921.89;33;M;58;VIP;;
1000;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;2212.78;26;M;36;CLASICO;;
2600;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;3443;31;F;131;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;;52;F;2;BAJO VALOR;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;5538;32;M;104;VIP;;
2500;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;1237;25;M;31;CLASICO;;
2;Visa;DIR.RED MASIVA;0;SUR;1113;24;M;2;CLASICO;;
7800;Visa;T.CENTRO;0;CENTRO;3143.875;36;M;8;BAJO VALOR;;
1000;Visa;T.SUR;0;SUR;1228.125;39;M;2;CLASICO;;
23000;Visa;T.SURCO LA MOLINA;1;CALLAO;4877;32;F;22;CLASICO;;
1700;Visa;T.NOR ORIENTE;0;NORTE;1612.25;23;F;68;CLASICO;;
5000;Visa;T.NOR ORIENTE;0;NORTE;578;29;M;45;CLASICO;;
10700;Visa;T.LIMA SUR;1;LIMA MODERNA;2133.75;31;M;58;CLASICO;;
6700;Visa;T.NOR ORIENTE;0;NORTE;2487;55;M;100;CLASICO;;
11800;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;2375.625;45;F;151;CLASICO;;
9000;Visa;T.MIRAFLORES S.BORJA;0;NORTE;2379.375;62;M;2;CLASICO;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;7783.22;37;M;19;CLASICO;;
2400;Visa;T.CENTRO;0;CENTRO;578;30;F;8;BAJO VALOR;;
10800;Visa;T.CENTRO;0;CENTRO;578;62;M;26;CLASICO;;
1000;Visa;T.SUR;0;SUR;837.14;22;F;21;Micro empresa;;
10000;Visa;T.SUR;0;SUR;1700;37;F;98;VIP;;
11100;Visa;T.SUR;0;SUR;2609.11;29;M;47;CLASICO;;
3000;Visa;T.SUR;1;LIMA ESTE;964;27;M;9;BAJO VALOR;1;
13000;Visa;T.SUR;0;SUR;2608;55;M;19;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;0;SUR;1203;42;F;209;CLASICO;;
3800;Visa;T.CENTROS MASIVOS;0;NORTE;1499;32;M;3;CLASICO;;
10600;Visa;T.CENTROS MASIVOS;0;SUR;1019;58;F;121;CLASICO;;
12500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1540;24;M;74;CLASICO;;
3200;Visa;T.CENTROS MASIVOS;0;SUR;1403.11;26;M;49;CLASICO;;
11200;Visa;T.CENTROS MASIVOS;0;NORTE;911;35;M;5;CLASICO;;
7200;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1994;36;M;2;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1049.78;22;M;42;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1750;30;F;116;CLASICO;;
7000;Visa;T.CENTROS MASIVOS;0;NORTE;1553.44;32;M;98;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;SUR;1166.86;41;F;79;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;0;SUR;1478.5;24;F;20;CLASICO;;
1400;Visa;T.CENTROS MASIVOS;0;ORIENTE;1673.33;30;M;33;BAJO VALOR;;
3800;Visa;T.CENTROS MASIVOS;0;NORTE;1458.375;33;M;2;Micro empresa;;
2800;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1458.375;49;M;2;CLASICO;1;
7200;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2147.375;33;F;2;CLASICO;;
4900;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;71;34;F;127;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;NORTE;566;31;F;2;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;ORIENTE;1272.71;36;M;7;BAJO VALOR;;
30000;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1416;27;M;174;CLASICO;;
4100;Visa;T.CENTROS MASIVOS;0;CENTRO;1113;28;M;2;CLASICO;;
6400;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;525;48;M;237;CLASICO;;
42000;Visa;T.LINCE;1;LIMA MODERNA;4944;38;F;101;CLASICO;;
11700;Visa;T.LINCE;1;CALLAO;1971;35;F;2;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1503.25;36;M;150;CLASICO;;
7100;Visa;T.CENTROS MASIVOS;0;CENTRO;1190;33;M;2;CLASICO;;
1900;Visa;T.CENTROS MASIVOS;1;CALLAO;2011.5;29;M;79;BAJO VALOR;;
18000;Visa;T.CENTROS MASIVOS;1;CALLAO;3672.67;43;F;162;CLASICO;;
6300;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1228.125;46;F;2;Micro empresa;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1326;29;F;110;CLASICO;;
6900;Visa;T.CENTROS MASIVOS;0;NORTE;13566.33;32;F;4;CLASICO;1;
5800;Visa;T.CENTROS MASIVOS;1;LIMA PROVINCIA;919.5;24;M;2;BAJO VALOR;;
90500;Visa;T.CENTROS MASIVOS;0;SUR;8750;34;M;142;CLASICO;;
11200;Visa;T.CENTROS MASIVOS;0;NORTE;1782;30;M;95;CLASICO;;
10800;Visa;T.CENTROS MASIVOS;0;NORTE;1900.25;27;M;45;CLASICO;;
8400;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2118;29;M;56;CLASICO;;
9300;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;2100;29;F;46;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;0;NORTE;1576.43;24;F;40;BAJO VALOR;;
7500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1500.25;38;M;88;CLASICO;;
10900;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1774.5;33;M;41;CLASICO;;
5500;Visa;T.LIMA CENTRO;1;LIMA MODERNA;1525.89;29;F;20;CLASICO;;
7700;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1534.625;62;M;237;CLASICO;;
5800;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1037.11;24;M;33;BAJO VALOR;1;
8200;Visa;T.CENTROS MASIVOS;0;CENTRO;2786;35;M;61;CLASICO;;
7000;Visa;T.CENTROS MASIVOS;0;SUR;1343.25;35;F;2;CLASICO;;
1100;Visa;T.CENTROS MASIVOS;0;NORTE;1196.75;35;M;7;BAJO VALOR;;
16000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2660;31;F;65;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1397.67;21;M;22;BAJO VALOR;;
3200;Visa;T.CENTROS MASIVOS;0;SUR;1995;51;F;7;BAJO VALOR;;
3000;Visa;T.CENTROS MASIVOS;0;CENTRO;3015.6;27;F;31;BAJO VALOR;;
1100;Visa;T.CENTROS MASIVOS;0;NORTE;1566;24;M;6;BAJO VALOR;;
7500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1141.125;32;F;79;BAJO VALOR;;
1800;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;2222.2;27;M;5;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;3459;25;F;2;BAJO VALOR;;
10000;Visa;T.CENTROS MASIVOS;0;NORTE;1514;31;M;107;CLASICO;;
27000;Visa;T.CENTROS MASIVOS;1;LIMA SUR;5325.33;36;F;61;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;SUR;1346.13;35;F;54;CLASICO;;
7300;Visa;T.CENTROS MASIVOS;0;SUR;1610;31;F;13;CLASICO;;
9000;Visa;T.CENTROS MASIVOS;0;SUR;1745.11;23;M;14;CLASICO;;
8900;Visa;T.CENTROS MASIVOS;0;SUR;1845;29;M;45;BAJO VALOR;;
7100;Visa;T.CENTROS MASIVOS;0;ORIENTE;2324;40;M;22;CLASICO;;
5600;Visa;T.CENTROS MASIVOS;0;NORTE;1149.75;32;M;2;BAJO VALOR;;
1200;Visa;T.CENTROS MASIVOS;0;ORIENTE;1203.5;31;M;27;BAJO VALOR;;
6800;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1358.75;47;F;78;CLASICO;;
21500;Visa;T.CENTROS MASIVOS;1;CALLAO;4491.88;29;F;49;CLASICO;;
8400;Visa;T.CENTROS MASIVOS;0;SUR;3046;36;M;10;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1150.43;29;F;55;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;0;SUR;1051;29;F;3;CLASICO;;
63000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;14885;58;M;186;CLASICO;;
800;Visa;T.CENTROS MASIVOS;0;SUR;1573.56;47;F;49;CLASICO;;
1700;Visa;T.CENTROS MASIVOS;0;NORTE;2416.125;50;M;211;BAJO VALOR;;
2300;Visa;T.CENTROS MASIVOS;0;SUR;678;63;M;2;CLASICO;;
5700;Visa;T.CENTROS MASIVOS;0;SUR;1088.625;29;F;124;CLASICO;;
3400;Visa;DIR.RED MASIVA;1;LIMA MODERNA;3489.25;36;M;2;CLASICO;;
20000;Visa;DIR.RED MASIVA;0;SUR;4301.2;35;M;31;CLASICO;;
6700;Visa;DIR.RED MASIVA;1;LIMA MODERNA;525;46;F;2;CLASICO;;
6400;Visa;DIR.RED MASIVA;1;CALLAO;1260;31;F;2;CLASICO;;
1000;Visa;DIR.RED MASIVA;1;CALLAO;1449.89;25;M;31;CLASICO;;
1000;Visa;T.LIMA SUR;1;LIMA SUR;2493.25;52;M;9;CLASICO;;
2000;Visa;T.SUR;0;SUR;4578;29;M;89;CLASICO;;
12000;Visa;T.SUR;0;SUR;525;52;M;17;Micro empresa;;
7300;Visa;T.CENTROS MASIVOS;0;SUR;1050;40;M;211;CLASICO;;
55000;Visa;T.CENTROS MASIVOS;0;NORTE;4330.33;39;F;212;CLASICO;;
12000;Visa;T.CENTROS MASIVOS;0;NORTE;2268;40;M;92;CLASICO;;
1700;Visa;T.CENTROS MASIVOS;0;CENTRO;1960;38;M;89;CLASICO;;
700;Visa;T.CENTROS MASIVOS;0;CENTRO;1264.875;28;F;15;CLASICO;;
38500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1449.78;38;M;119;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;0;NORTE;1312.63;51;M;170;CLASICO;;
5700;Visa;T.CENTROS MASIVOS;0;CENTRO;1315.78;28;F;37;CLASICO;;
6200;Visa;T.CENTROS MASIVOS;0;NORTE;1103;49;M;2;CLASICO;;
15000;Visa;T.CENTROS MASIVOS;0;SUR;2938;27;F;95;CLASICO;;
3600;Visa;T.CENTROS MASIVOS;0;SUR;1750;60;F;123;CLASICO;;
15500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;770;30;M;7;BAJO VALOR;;
700;Visa;T.CENTROS MASIVOS;0;CENTRO;1813.56;55;M;25;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;0;CENTRO;1078.67;28;M;53;CLASICO;;
42000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;8754.56;33;M;65;VIP;;
6800;Visa;T.CENTROS MASIVOS;0;NORTE;2015.75;30;M;84;CLASICO;;
1600;Visa;T.CENTROS MASIVOS;0;NORTE;1036.8;33;M;21;BAJO VALOR;;
7300;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1103;39;M;2;CLASICO;;
1000;Visa;T.LIMA SUR;;;;;;8;BAJO VALOR;;
800;Visa;T.LIMA SUR;0;CENTRO;1458.375;44;F;180;BAJO VALOR;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1456.25;39;F;3;BAJO VALOR;;
11900;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1450;26;F;46;CLASICO;;
10500;Visa;T.CENTROS MASIVOS;0;NORTE;1476;56;M;243;CLASICO;;
2700;Visa;T.CENTROS MASIVOS;1;LIMA SUR;2416.125;34;F;2;CLASICO;;
5300;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2156;52;F;2;BAJO VALOR;;
6500;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1316.89;42;F;46;CLASICO;;
2700;Visa;T.CENTROS MASIVOS;1;CALLAO;1380;48;M;2;CLASICO;;
12000;Visa;T.LINCE;1;LIMA NORTE;3210;54;M;237;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;991;42;F;145;CLASICO;;
9500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;2875.75;28;M;120;BAJO VALOR;;
5700;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;919.5;26;F;2;BAJO VALOR;1;
8400;Visa;T.CENTROS MASIVOS;0;NORTE;3020.17;33;M;22;CLASICO;;
7100;Visa;T.CENTROS MASIVOS;0;CENTRO;1113;36;M;43;CLASICO;;
17000;Visa;T.CENTROS MASIVOS;0;CENTRO;1262;34;M;111;CLASICO;;
10900;Visa;T.CENTROS MASIVOS;1;LIMA SUR;2056.25;34;M;192;CLASICO;;
3000;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1492;30;F;2;CLASICO;;
5700;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1113;25;F;2;BAJO VALOR;;
6200;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;525;50;F;222;CLASICO;;
10100;Visa;T.CENTROS MASIVOS;0;NORTE;1401;30;M;2;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;0;ORIENTE;2300;33;F;71;CLASICO;;
4400;Visa;T.CENTROS MASIVOS;0;NORTE;1228.125;56;F;2;CLASICO;;
14000;Visa;T.CENTROS MASIVOS;0;SUR;3684.75;34;M;35;CLASICO;;
21500;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;5250;30;M;83;CLASICO;;
1800;Visa;T.CENTROS MASIVOS;0;SUR;2329;23;M;38;BAJO VALOR;;
1000;Visa;T.CENTROS MASIVOS;1;LIMA SUR;690.33;28;M;6;BAJO VALOR;;
12500;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;2000;30;M;23;CLASICO;;
16000;Visa;DIR.RED MASIVA;1;LIMA CENTRO;3617;36;F;111;CLASICO;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;991;36;M;81;;;
12000;Visa;T.MIRAFLORES S.BORJA;;;;;;2;BAJO VALOR;;
6900;Visa;DIR.RED MASIVA;0;CENTRO;2100;27;M;45;CLASICO;;
26500;Visa;T.NORTE SUR CHICO;1;LIMA PROVINCIA;500;58;M;218;VIP;;
1100;Visa;T.CENTRO;1;LIMA ESTE;1102;24;M;33;BAJO VALOR;;
5000;Visa;T.LINCE;1;CALLAO;2375.22;33;M;18;CLASICO;;
1400;Visa;T.LINCE;1;LIMA NORTE;1362.17;53;M;24;CLASICO;;
3000;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;2162;41;F;106;CLASICO;;
14000;Visa;TERR.OPERATIONS;1;LIMA MODERNA;2000;49;F;122;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;NORTE;804.375;28;M;8;BAJO VALOR;1;
7500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;3783.5;36;F;122;CLASICO;;
5300;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;973.5;26;F;3;BAJO VALOR;;
5200;Visa;T.CENTROS MASIVOS;1;CALLAO;1097.78;30;F;55;BAJO VALOR;;
3900;Visa;T.CENTROS MASIVOS;1;CALLAO;2039.5;44;M;50;CLASICO;;
5900;Visa;T.CENTROS MASIVOS;0;NORTE;919.5;26;M;23;CLASICO;;
6100;Visa;T.CENTROS MASIVOS;0;SUR;1343.25;41;M;3;CLASICO;;
6700;Visa;T.CENTROS MASIVOS;0;NORTE;1840.5;35;F;193;CLASICO;;
1000;Visa;T.LIMA CENTRO;1;LIMA SUR;578;50;M;215;CLASICO;;
3300;Visa;T.NOR ORIENTE;0;NORTE;375.5;43;F;14;CLASICO;;
2000;Visa;T.SUR;0;SUR;2088.5;27;M;31;CLASICO;;
12000;Visa;T.SUR;0;SUR;8269;48;M;185;VIP;;
14000;Visa;T.CENTROS MASIVOS;0;NORTE;525;38;F;166;CLASICO;;
3600;Visa;T.CENTROS MASIVOS;0;SUR;1037;50;F;194;CLASICO;;
1400;Visa;T.CENTROS MASIVOS;0;SUR;1244;39;F;3;CLASICO;;
800;Visa;T.CENTROS MASIVOS;0;SUR;1245;25;M;2;CLASICO;;
10000;Visa;T.CENTROS MASIVOS;0;SUR;778;43;F;248;CLASICO;;
1800;Visa;T.CENTROS MASIVOS;0;NORTE;525;36;M;2;CLASICO;;
5000;Visa;T.SURCO LA MOLINA;1;LIMA SUR;840;38;F;205;CLASICO;;
2100;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;987;33;M;7;BAJO VALOR;;
6100;Visa;T.CENTROS MASIVOS;0;CENTRO;1228.125;48;F;178;BAJO VALOR;;
1100;Visa;T.CENTROS MASIVOS;0;NORTE;1545;24;F;15;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;SUR;1127.67;26;M;13;BAJO VALOR;;
10000;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;2852.4;29;M;10;BAJO VALOR;;1
6600;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;4616;62;M;2;BAJO VALOR;;
6200;Visa;T.CENTROS MASIVOS;0;CENTRO;1859.89;26;M;30;CLASICO;;
7900;Visa;T.CENTROS MASIVOS;0;SUR;648;43;F;2;BAJO VALOR;;
9900;Visa;T.CENTROS MASIVOS;0;SUR;2147.44;36;M;100;CLASICO;;
12000;Visa;T.SURCO LA MOLINA;0;CENTRO;560;67;M;328;VIP;;
17500;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;3277.25;50;M;45;CLASICO;;
24000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;525;29;M;64;CLASICO;;
4100;Visa;T.CENTROS MASIVOS;0;NORTE;578;43;F;2;CLASICO;;
6400;Visa;T.CENTROS MASIVOS;0;NORTE;1315.44;41;F;176;CLASICO;;
6000;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;673;24;F;2;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1113;26;M;53;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1538;30;F;2;CLASICO;;
61500;Visa;T.CENTROS MASIVOS;0;NORTE;6703;38;M;241;CLASICO;;
50500;Visa;T.CENTROS MASIVOS;0;SUR;4038;44;M;54;CLASICO;;
18000;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;3818.44;29;M;79;CLASICO;;
5300;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1549.125;39;F;2;BAJO VALOR;;
2000;Visa;T.SUR;0;SUR;1067.25;30;F;23;CLASICO;;
13500;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;702;42;M;188;CLASICO;;
14000;Visa;T.CENTROS MASIVOS;0;NORTE;2613;49;M;194;CLASICO;;
6000;Visa;T.CENTROS MASIVOS;0;SUR;2623.25;61;F;118;CLASICO;;
5500;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;2070.75;42;F;2;CLASICO;;
5800;Visa;T.CENTROS MASIVOS;0;NORTE;4727.67;45;M;38;BAJO VALOR;;
6600;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;3521;51;M;180;CLASICO;;
9300;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;500;30;F;107;CLASICO;;
6700;Visa;T.CENTROS MASIVOS;0;CENTRO;1149.75;25;M;2;CLASICO;;
1500;Visa;T.CENTROS MASIVOS;0;SUR;1592;26;F;37;BAJO VALOR;;
2100;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;2835;32;M;2;CLASICO;;
1600;Visa;T.CENTROS MASIVOS;1;CALLAO;2283.83;28;M;83;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;SUR;1378.25;46;F;85;BAJO VALOR;;
5600;Visa;T.CENTROS MASIVOS;0;NORTE;1432.22;55;M;59;CLASICO;;
6600;Visa;T.CENTROS MASIVOS;0;SUR;1324;28;F;12;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;SUR;1866.75;50;M;72;CLASICO;;
1700;Visa;T.CENTROS MASIVOS;0;CENTRO;1911.75;28;F;56;BAJO VALOR;;
1000;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;724.5;25;M;37;BAJO VALOR;1;
7100;Visa;T.CENTROS MASIVOS;0;NORTE;359;62;F;177;CLASICO;;
7000;Visa;T.CENTROS MASIVOS;0;SUR;700;32;F;2;CLASICO;;
1500;Visa;T.CENTROS MASIVOS;0;SUR;594;29;F;2;CLASICO;;
5900;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;33;40;F;26;CLASICO;;
5100;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1079.63;25;F;83;CLASICO;;
12000;Visa;T.NOR ORIENTE;0;NORTE;3965.63;47;M;249;CLASICO;;
18000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;3200;52;M;245;CLASICO;;
44500;Visa;T.CENTROS MASIVOS;0;NORTE;2070.75;50;M;123;CLASICO;;
26000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;3202;26;M;61;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;0;CENTRO;1113;48;F;2;BAJO VALOR;;
80000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;5875;36;F;57;CLASICO;;
13500;Visa;T.LIMA CENTRO;1;LIMA CENTRO;3438.22;36;M;118;CLASICO;;
2800;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2853.5;27;F;4;CLASICO;;
7600;Visa;T.SUR;1;LIMA MODERNA;1894.5;30;F;107;BAJO VALOR;;
30500;Visa;T.LINCE;1;LIMA MODERNA;2606;42;M;53;CLASICO;;
5100;Visa;T.LINCE;1;LIMA SUR;1128.22;26;M;23;BAJO VALOR;;
3400;Visa;T.SUR;0;SUR;1468.75;26;M;43;CLASICO;;
11200;Visa;T.CENTROS MASIVOS;0;SUR;1586;35;M;89;CLASICO;;
5100;Visa;T.CENTROS MASIVOS;0;NORTE;919.5;27;F;2;BAJO VALOR;;
12000;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;525;39;M;251;CLASICO;;
5100;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;5488;40;M;108;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1022.43;44;F;8;BAJO VALOR;;
9500;Visa;T.CENTROS MASIVOS;1;CALLAO;2105.25;28;F;64;CLASICO;;
13000;Visa;T.CENTROS MASIVOS;0;NORTE;1635.25;41;M;36;CLASICO;;
12000;Visa;T.CENTROS MASIVOS;0;CENTRO;578;44;M;274;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;0;CENTRO;1149.75;30;F;2;CLASICO;;
6100;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1228.125;34;M;2;Micro empresa;;
5300;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1434;35;F;31;BAJO VALOR;;
37000;Visa;T.CENTROS MASIVOS;0;SUR;11753;55;M;237;CLASICO;;
5700;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1558.75;58;F;2;BAJO VALOR;;
1100;Visa;T.CENTROS MASIVOS;0;SUR;1689.29;25;M;30;CLASICO;;
6300;Visa;T.CENTROS MASIVOS;0;SUR;1553;36;F;83;CLASICO;;
10500;Visa;T.CENTROS MASIVOS;0;CENTRO;4041.67;32;M;74;CLASICO;;
5900;Visa;T.CENTROS MASIVOS;0;CENTRO;1573.5;29;F;2;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1325.86;28;F;32;CLASICO;;
1600;Visa;T.CENTROS MASIVOS;0;NORTE;1620.33;25;M;32;BAJO VALOR;;
700;Visa;T.CENTROS MASIVOS;0;NORTE;683;50;M;2;CLASICO;;
1100;Visa;T.CENTROS MASIVOS;0;SUR;1212.86;24;M;7;BAJO VALOR;;
700;Visa;T.CENTROS MASIVOS;0;ORIENTE;1485.25;35;M;12;BAJO VALOR;;
1000;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;2078;35;M;33;CLASICO;;
1400;Visa;T.CENTROS MASIVOS;0;NORTE;1766.71;58;M;147;CLASICO;;
4800;Visa;T.CENTROS MASIVOS;0;NORTE;3000;;M;6;BAJO VALOR;1;
11500;Visa;T.CENTROS MASIVOS;0;CENTRO;2424.5;32;M;44;CLASICO;;
3200;Visa;T.CENTROS MASIVOS;0;SUR;1505;30;M;2;CLASICO;;
22500;Visa;T.CENTROS MASIVOS;0;NORTE;2692.75;36;F;110;CLASICO;;
7700;Visa;T.CENTROS MASIVOS;0;SUR;1812;48;F;226;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1418.89;48;M;83;BAJO VALOR;;
4000;Visa;T.SUR;0;SUR;1113;28;F;2;CLASICO;;
3700;Visa;T.SUR;0;SUR;9914.33;30;M;111;VIP;;
2000;Visa;T.SUR;0;SUR;2831;44;M;127;CLASICO;;
7400;Visa;T.CENTROS MASIVOS;0;SUR;844;31;M;125;CLASICO;;
